k,mean,std
1,0.06664814949035644,0.03320276156772877
20,1.365898036956787,0.6015587947649584
200,11.616263675689698,1.3419750076627754
1000,12.662287950515747,1.1349438654580997
2000,10.16286244392395,1.1236828749218788
